contig	sample1	sample10	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
NODE_829_length_285_cov_1.216346	0.5265018	0.0000000	0.0000000	0.0000000	0.0000000	0.5300353	0.5265018	0.0000000	0.0000000	0.0000000
NODE_830_length_284_cov_2.541063	0.5319149	0.0000000	1.0567375	1.5886525	0.5319149	0.5319149	0.5248227	0.0000000	0.0000000	0.0000000
NODE_831_length_284_cov_2.516908	0.5319149	0.5283688	1.5957447	0.5319149	0.5283688	0.5319149	0.0000000	0.5319149	0.5177305	0.0000000
NODE_832_length_284_cov_1.681159	0.0000000	0.0000000	0.0000000	0.5283688	0.0000000	0.0000000	0.5319149	1.5886525	0.0000000	0.0000000
NODE_833_length_284_cov_1.410628	1.0602837	0.0000000	0.0000000	0.0000000	1.0602837	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_834_length_283_cov_43.912621	4.1850533	6.3309608	8.2419930	6.9395018	4.2597866	2.6690392	5.7010674	5.2384343	9.5302486	7.7615657
NODE_835_length_283_cov_41.422330	5.1138792	3.5800712	6.8718863	10.0142345	3.1032028	3.6868327	6.3451958	7.2419930	9.9893236	4.0818505
NODE_836_length_283_cov_3.101942	1.0676156	1.5907474	0.5338078	0.5338078	0.5338078	0.0000000	0.5338078	0.0000000	0.0000000	1.0676156
NODE_837_length_283_cov_1.771845	0.0000000	0.0000000	1.0676156	0.5302491	0.5338078	0.5302491	0.0000000	0.0000000	0.0000000	0.0000000
NODE_838_length_282_cov_69.317073	10.5928574	9.7500000	18.7607136	12.5892859	4.7785716	1.6071428	19.6464291	8.3464289	4.0785713	9.4392853
NODE_839_length_282_cov_7.097561	4.7321429	0.4821429	1.5250000	0.0000000	0.0000000	0.0000000	0.0000000	0.5357143	1.0714285	1.0714285
NODE_840_length_282_cov_5.765854	1.0714285	0.5357143	0.9785714	1.0678571	2.1428571	0.5250000	2.0857143	0.0000000	1.0714285	0.0000000
NODE_841_length_282_cov_1.034146	0.0000000	0.0000000	0.5321429	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_842_length_281_cov_1.431373	0.5376344	0.0000000	0.5376344	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_843_length_280_cov_1.591133	0.0000000	1.6223022	1.1438849	0.0000000	1.0719424	0.0000000	0.0000000	3.3021584	1.1115108	0.5071942
NODE_844_length_280_cov_1.413793	0.0000000	1.0575540	0.5359712	0.0000000	0.5395684	0.0000000	0.0000000	0.0000000	0.5000000	0.0000000
NODE_845_length_279_cov_36.569307	2.7075813	3.7436824	13.4404335	5.9241877	2.7364621	2.6787004	5.0758123	6.3682308	4.1444044	4.8303251
NODE_846_length_279_cov_12.133663	1.5523466	1.0036101	2.7075813	3.1732852	1.0830325	0.4584838	3.2490976	1.5848376	2.1480145	0.5415162
NODE_847_length_279_cov_11.346535	2.0541515	5.3068590	3.1624548	1.5198556	2.6606498	0.0000000	2.6281588	1.0794224	3.6209385	2.1263537
NODE_848_length_279_cov_2.633663	3.2093863	0.0000000	0.0000000	0.5379061	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_849_length_279_cov_1.445545	0.0000000	0.5379061	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.5379061	0.0000000	1.0830325
NODE_850_length_278_cov_1.313433	1.0833334	0.0000000	0.5434783	0.0000000	0.5434783	1.0869565	0.5398551	0.0000000	0.0000000	0.0000000
NODE_851_length_277_cov_1.460000	1.0909091	0.0000000	0.0000000	0.0000000	0.5418182	0.0000000	0.0000000	0.0000000	0.5418182	0.0000000
NODE_852_length_276_cov_13.236181	0.4671533	2.0109489	5.1277370	3.1678832	0.5474452	1.0547445	3.2481751	1.6386862	2.6861315	3.4890511
NODE_853_length_276_cov_2.180905	0.0000000	0.0000000	1.0948905	1.0875913	0.0000000	0.0000000	0.0000000	0.5437956	0.5474452	0.0000000
NODE_854_length_276_cov_1.467337	0.0000000	0.0000000	1.6313869	0.0000000	0.5474452	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_855_length_275_cov_37.666667	2.6593406	6.4652014	9.5238094	10.5641022	3.2014651	2.1941392	4.8388276	5.9010987	7.0586081	5.9743590
NODE_856_length_275_cov_1.101010	0.5494506	0.5457876	0.0000000	0.0000000	0.0000000	0.0000000	0.5421246	0.0000000	0.0000000	0.0000000
NODE_857_length_275_cov_1.090909	0.0000000	0.0000000	0.5384616	0.0000000	0.0000000	0.0000000	1.0915751	0.4688645	0.0000000	0.0000000
NODE_859_length_274_cov_4.700508	1.5661764	0.4852941	1.0477941	1.5845588	0.0000000	0.0000000	0.5514706	1.1029412	0.0000000	0.0000000
NODE_860_length_274_cov_1.477157	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0919118	0.0000000	0.0000000
NODE_861_length_273_cov_27.505102	16.7712173	0.0000000	4.9225092	6.0332103	1.6605166	1.5867158	0.0000000	0.5535055	0.5535055	2.1328413
NODE_862_length_273_cov_4.724490	2.0701108	0.0000000	0.0000000	2.2066422	0.0000000	0.0000000	0.5535055	0.5535055	1.6568266	0.0000000
NODE_863_length_273_cov_1.489796	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_864_length_273_cov_1.489796	0.0000000	0.0000000	1.0996310	0.5535055	0.5535055	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_865_length_273_cov_1.489796	0.5461255	0.0000000	0.5461255	0.0000000	0.5498155	0.0000000	0.5498155	0.0000000	0.0000000	0.0000000
NODE_866_length_272_cov_3.671795	1.1111112	0.0000000	0.0000000	0.0000000	0.5555556	0.5407407	0.5518519	0.0000000	1.6666666	1.1074075
NODE_867_length_272_cov_2.610256	1.6666666	0.5555556	1.1074075	1.1037037	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_868_length_272_cov_1.584615	0.5518519	0.0000000	0.0000000	1.1111112	0.0000000	0.5518519	0.0000000	0.5555556	0.0000000	0.0000000
NODE_869_length_272_cov_1.492308	0.5518519	0.5555556	0.0000000	0.5481482	0.0000000	0.0000000	0.5555556	0.0000000	0.0000000	0.0000000
NODE_870_length_271_cov_8.278351	0.5576208	0.0000000	2.7881041	1.0817844	0.0000000	0.0000000	0.0000000	3.9033458	1.1152416	0.5576208
NODE_871_length_271_cov_1.505155	0.5539033	0.0000000	0.5539033	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_872_length_270_cov_40.352332	6.0634327	6.0746269	9.2425375	6.6977611	1.6305970	2.2425373	5.6007462	4.4850745	8.2500000	3.3246269
NODE_874_length_270_cov_2.891192	1.1194030	0.0000000	1.0597014	0.0000000	0.0000000	0.0000000	0.5597015	0.0000000	1.1156716	0.0000000
NODE_877_length_269_cov_4.416667	1.0674157	0.0000000	1.6441947	1.6704119	0.5617977	0.5430712	0.5430712	0.5393258	0.0000000	0.0000000
NODE_878_length_269_cov_3.286458	1.6853932	0.0000000	1.1198502	1.1235955	0.0000000	0.0000000	0.5617977	0.5580524	0.5617977	0.0000000
NODE_880_length_269_cov_2.098958	0.0000000	0.5617977	0.5617977	0.5580524	0.0000000	1.1198502	0.5617977	0.0000000	0.5617977	0.0000000
NODE_882_length_267_cov_37.405263	3.9584906	2.1773584	13.5811319	4.8867927	2.8150942	1.6452830	9.2792454	3.8716981	9.0075474	5.6226416
NODE_883_length_267_cov_20.715789	1.6716981	0.0000000	0.5660377	2.8301888	1.5698113	0.0000000	2.2226415	3.8301888	5.5056605	1.0528302
NODE_884_length_266_cov_10.370370	1.1136364	0.0000000	2.1628788	1.7045455	0.5681818	0.0000000	0.4886364	0.5568182	5.4393940	0.0000000
NODE_885_length_266_cov_4.677249	2.1742425	0.0000000	1.1250000	3.3409090	0.0000000	0.5303030	0.0000000	0.0000000	0.0000000	0.0000000
NODE_886_length_266_cov_2.809524	1.0681819	0.0000000	1.7045455	0.5681818	0.0000000	0.5643939	0.5681818	0.0000000	0.0000000	0.0000000
NODE_887_length_266_cov_2.211640	0.0000000	0.0000000	0.5643939	0.0000000	0.0000000	0.0000000	0.0000000	1.6818181	0.5643939	0.5681818
NODE_888_length_266_cov_1.544974	0.0000000	0.0000000	1.1363636	0.0000000	0.0000000	0.0000000	0.0000000	0.5643939	0.0000000	0.5643939
NODE_889_length_266_cov_1.158730	0.0000000	0.0000000	0.5643939	0.5681818	0.0000000	0.0000000	0.5643939	0.0000000	0.0000000	0.0000000
NODE_891_length_264_cov_3.010695	0.5725191	1.1068702	1.1374046	0.0000000	0.0000000	0.0000000	0.5725191	0.0000000	0.0000000	0.0000000
NODE_892_length_264_cov_1.700535	0.5687023	0.0000000	0.5725191	1.1412214	0.0000000	0.0000000	0.5725191	0.0000000	0.0000000	0.0000000
NODE_893_length_264_cov_1.171123	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.5687023	0.0000000
NODE_895_length_263_cov_2.241935	1.7164751	0.0000000	0.0000000	0.0000000	0.5747126	0.5747126	0.0000000	1.1455939	0.0000000	0.0000000
NODE_896_length_263_cov_2.032258	2.2911878	0.0000000	0.0000000	0.0000000	0.5708812	0.0000000	1.1455939	0.0000000	0.0000000	0.0000000
NODE_897_length_263_cov_1.822581	0.0000000	0.5747126	0.0000000	1.7049809	0.0000000	0.0000000	0.5708812	0.0000000	0.0000000	0.0000000
NODE_898_length_262_cov_6.091892	0.0000000	2.7769232	1.7307693	1.1230769	1.0192307	0.6269231	0.5769231	0.0000000	0.0000000	2.8538461
NODE_899_length_262_cov_2.681081	0.5769231	0.0000000	0.5730769	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_901_length_262_cov_1.945946	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.1500000	1.1500000	0.5769231	0.0000000
NODE_902_length_262_cov_1.183784	0.0000000	0.0000000	0.5730769	0.5730769	0.0000000	0.0000000	0.5769231	0.0000000	0.0000000	0.0000000
NODE_903_length_261_cov_40.347826	5.4903474	2.8185327	4.3667955	11.1042471	3.2471042	2.2702703	7.3204632	0.5791506	12.4247103	2.7606177
NODE_904_length_261_cov_27.119565	18.8571434	0.5791506	7.2702703	4.0501928	1.1583011	1.1389961	0.0000000	2.7644787	1.6756756	1.6602317
NODE_905_length_261_cov_7.706522	0.0000000	1.7374518	1.1467181	0.0000000	1.7181467	0.5598456	0.0000000	1.6911197	2.8339767	0.0000000
NODE_906_length_261_cov_6.516304	0.5791506	1.6988417	1.1351352	2.2818532	0.0000000	0.0000000	0.5791506	0.5791506	2.2162163	1.7181467
NODE_907_length_261_cov_3.842391	0.0000000	0.5791506	1.0772201	1.7335907	0.5791506	0.0000000	0.5791506	0.0000000	2.2432432	0.0000000
NODE_908_length_260_cov_34.983607	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.5813953
NODE_909_length_260_cov_1.540984	0.0000000	0.0000000	0.0000000	0.5775194	0.0000000	0.0000000	0.0000000	1.1627907	0.0000000	0.5813953
NODE_910_length_260_cov_1.180328	0.0000000	0.0000000	0.0000000	0.0000000	0.5775194	0.0000000	0.0000000	0.5697674	0.0000000	0.5775194
NODE_911_length_260_cov_1.153005	0.0000000	0.0000000	0.5813953	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_913_length_258_cov_304.806630	39.4414062	27.8750000	77.3007812	53.4531250	27.3906250	10.9609375	50.8789062	53.7656250	52.2421875	25.2421875
NODE_914_length_258_cov_1.403315	0.0000000	0.0000000	1.1679688	0.0000000	0.0000000	0.0000000	0.0000000	1.1640625	0.0000000	0.0000000
NODE_915_length_258_cov_1.314917	0.0000000	0.0000000	0.5859375	1.0937500	0.0000000	0.0000000	1.1601562	0.0000000	1.1562500	0.0000000
NODE_916_length_257_cov_27.811111	2.8862746	2.8745098	9.7137251	7.0156865	0.5882353	0.5882353	6.4196076	3.4392157	2.8705883	1.7647059
NODE_917_length_257_cov_3.138889	0.5882353	0.0000000	1.7607843	1.1764706	0.0000000	0.0000000	1.7568628	0.0000000	0.0000000	0.0000000
NODE_918_length_256_cov_6.575419	6.3779526	0.0000000	1.1811024	0.5905512	0.5236220	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_919_length_256_cov_3.262570	0.5905512	0.0000000	0.5866142	0.5905512	0.5866142	0.0000000	0.5905512	0.5905512	1.1811024	0.0000000
NODE_920_length_256_cov_2.776536	1.1338583	0.0000000	0.5866142	0.5866142	0.0000000	0.0000000	0.0000000	0.5905512	0.5905512	0.0000000
NODE_922_length_255_cov_1.640449	0.0000000	0.0000000	0.5928854	0.0000000	0.0000000	0.0000000	0.0000000	1.1818181	0.5889328	0.0000000
NODE_923_length_255_cov_1.629213	0.0000000	0.5889328	0.0000000	0.5928854	0.0000000	0.0000000	1.1699605	0.5928854	0.5889328	0.0000000
NODE_924_length_255_cov_1.466292	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_925_length_255_cov_1.230337	0.5928854	0.0000000	0.0000000	0.0000000	0.5889328	0.5889328	0.0000000	0.0000000	0.0000000	0.0000000
NODE_926_length_255_cov_1.230337	0.0000000	0.0000000	0.5928854	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_927_length_254_cov_9.836158	2.3571429	2.4404762	4.6468253	2.8888888	3.1547618	2.3452382	7.1706347	3.5515873	2.9642856	6.0873017
NODE_928_length_254_cov_5.355932	0.0000000	0.0000000	1.1904762	2.3769841	2.2103174	0.0000000	2.3174603	1.1904762	0.0000000	0.5396826
NODE_929_length_254_cov_4.836158	0.5952381	0.0000000	1.1904762	0.0000000	1.1865079	0.0000000	2.9761906	0.0000000	0.5912699	0.5952381
NODE_930_length_254_cov_3.084746	1.1825397	0.0000000	0.5912699	0.5952381	1.0674603	0.0000000	1.1904762	0.0000000	0.0000000	0.0000000
NODE_931_length_254_cov_2.372881	0.0000000	0.0000000	1.7817460	2.3769841	0.0000000	0.0000000	0.0000000	0.0000000	1.7857143	0.0000000
NODE_932_length_254_cov_1.649718	0.0000000	0.0000000	2.9841270	2.3769841	0.5952381	0.0000000	4.1190476	0.0000000	0.5873016	0.5912699
NODE_933_length_254_cov_1.338983	0.0000000	0.5952381	0.5873016	0.5952381	0.0000000	0.0000000	0.5912699	0.0000000	0.0000000	0.0000000
NODE_934_length_254_cov_1.237288	0.5912699	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.5912699	0.0000000	0.0000000	0.0000000
NODE_935_length_254_cov_1.214689	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_936_length_253_cov_17.034091	0.5976096	0.5976096	4.0876493	1.7370518	2.9840639	0.0000000	1.6653386	1.1952192	1.7928287	1.7888446
NODE_937_length_253_cov_3.022727	0.0000000	0.0000000	0.0000000	1.1952192	1.6932271	0.0000000	1.0438247	0.5976096	0.0000000	0.0000000
NODE_938_length_253_cov_2.488636	0.0000000	0.0000000	2.3745019	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_939_length_253_cov_1.659091	0.5936255	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.1912351	0.0000000	0.0000000	0.0000000
NODE_940_length_253_cov_1.659091	0.5976096	0.0000000	1.1872510	0.0000000	0.5976096	0.5936255	0.0000000	0.0000000	0.0000000	0.0000000
NODE_941_length_253_cov_1.238636	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.5936255	0.0000000
NODE_943_length_252_cov_4.754286	0.0000000	0.6000000	0.5840000	1.6440001	0.0000000	2.9119999	0.5480000	1.2000000	1.1000000	0.5920000
NODE_944_length_252_cov_2.268571	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.1960000	0.0000000	0.6000000	0.5320000
NODE_945_length_252_cov_1.925714	0.0000000	0.0000000	0.0000000	1.2000000	0.5960000	0.5920000	1.1760000	0.0000000	0.0000000	0.0000000
NODE_946_length_252_cov_1.548571	0.0000000	0.0000000	0.0000000	0.6000000	0.0000000	0.6000000	0.6000000	0.0000000	0.0000000	0.0000000
NODE_947_length_251_cov_75.477011	6.9638553	9.3012047	15.2208834	10.5220881	8.0441771	3.5421686	9.2530117	9.2610445	13.5742970	9.4216871
NODE_948_length_251_cov_3.689655	1.8072289	0.0000000	0.6024097	1.2008032	0.0000000	0.0000000	1.7991968	0.6024097	0.0000000	0.0000000
NODE_949_length_251_cov_1.258621	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_950_length_250_cov_1.265896	0.6048387	0.0000000	0.0000000	0.6008065	0.0000000	0.0000000	0.6008065	0.0000000	0.0000000	0.0000000
NODE_951_length_249_cov_3.767442	1.8218623	0.0000000	1.2105263	0.5141701	0.0000000	0.0000000	0.5465587	1.1943320	0.0000000	0.0000000
NODE_953_length_247_cov_7.447059	0.0000000	0.0000000	1.8000000	1.2285714	3.0448980	0.5142857	0.6163265	1.2244898	1.2244898	0.0000000
NODE_954_length_247_cov_1.994118	1.2122449	0.0000000	0.6081632	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_955_length_247_cov_1.317647	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_956_length_247_cov_1.288235	1.2204082	0.0000000	0.0000000	0.6081632	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_957_length_246_cov_71.017751	12.2459021	4.8893442	16.8811474	15.8401642	7.3483605	2.9262295	9.7745905	11.3278685	15.9139347	6.6352458
NODE_958_length_246_cov_7.662722	1.2295082	0.0000000	1.7745901	0.0000000	0.6147541	0.0000000	1.2295082	1.1762295	0.0000000	0.0000000
NODE_959_length_246_cov_2.733728	0.6147541	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.6147541	0.0000000	0.0000000
NODE_960_length_246_cov_2.230769	0.6147541	0.0000000	0.0000000	0.6147541	0.0000000	0.0000000	0.6147541	0.0000000	1.8114754	0.0000000
NODE_962_length_245_cov_1.738095	1.1728395	0.0000000	0.0000000	0.6131687	0.6172839	0.6172839	0.0000000	0.0000000	0.0000000	0.0000000
NODE_964_length_244_cov_2.071856	0.0000000	0.6198347	0.0000000	0.0000000	0.0000000	0.0000000	0.6157025	0.6198347	0.0000000	0.0000000
NODE_965_length_243_cov_28.271084	3.0497925	4.1493778	2.3900416	6.7136931	0.5933610	3.7261410	1.7966805	2.3734441	10.8672199	0.5352697
NODE_966_length_243_cov_27.945783	15.3858919	0.0000000	6.0373445	2.9460580	0.0000000	3.6597509	1.8672199	1.2448133	1.8381742	2.4854772
NODE_967_length_243_cov_2.638554	0.0000000	0.0000000	0.6224067	1.2365146	0.0000000	0.0000000	0.0000000	1.8672199	0.0000000	0.0000000
NODE_968_length_243_cov_2.584337	1.8630705	0.0000000	0.0000000	1.8340249	0.0000000	0.6224067	0.0000000	0.0000000	0.0000000	0.0000000
NODE_969_length_243_cov_2.192771	0.0000000	1.2406639	0.0000000	0.0000000	0.0000000	0.6182573	0.6224067	0.0000000	0.6182573	0.0000000
NODE_970_length_243_cov_1.759036	1.2406639	0.0000000	0.0000000	0.6182573	0.0000000	0.0000000	0.6224067	0.0000000	0.0000000	0.0000000
NODE_971_length_243_cov_1.349398	1.2448133	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.6182573	0.0000000	0.6099585	0.0000000
NODE_972_length_242_cov_59.484848	6.7083335	6.8750000	8.1833334	12.9708338	4.2958331	4.3541665	8.1416664	6.6916666	8.5833330	6.1250000
NODE_973_length_242_cov_1.769697	0.0000000	0.0000000	0.0000000	0.0000000	1.2416667	0.6250000	0.0000000	0.0000000	0.6208333	0.0000000
NODE_974_length_242_cov_1.327273	0.0000000	0.0000000	0.0000000	0.6208333	1.2458333	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_976_length_241_cov_7.231707	1.2217573	1.2426778	1.1589959	1.1882845	2.3598325	0.6276150	0.6276150	1.1631799	0.0000000	0.0000000
NODE_977_length_241_cov_1.323171	0.6234310	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_978_length_240_cov_60.000000	13.2563028	14.1470585	38.9411774	25.3991604	14.9789915	5.4621849	19.4033623	15.3991594	31.9621849	19.9201679
NODE_980_length_240_cov_2.239264	0.6302521	0.6218488	0.6260504	1.8865546	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_981_length_240_cov_2.233129	1.8823529	0.0000000	0.6302521	0.0000000	0.0000000	0.0000000	0.6260504	0.0000000	0.0000000	0.0000000
NODE_982_length_240_cov_2.214724	0.6302521	0.0000000	0.0000000	0.6008403	1.2605042	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_983_length_240_cov_1.785276	0.6260504	0.6302521	0.0000000	0.6302521	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_984_length_240_cov_1.742331	0.6302521	0.0000000	1.2563025	0.0000000	0.0000000	0.6134454	0.0000000	0.0000000	0.0000000	0.6260504
NODE_987_length_239_cov_2.543210	1.8902954	0.0000000	0.0000000	0.0000000	0.6329114	0.0000000	0.6286920	0.0000000	0.0000000	0.0000000
NODE_988_length_239_cov_1.351852	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_989_length_239_cov_1.339506	0.0000000	0.0000000	0.0000000	0.6244726	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_990_length_238_cov_31.440994	2.4661016	0.6016949	5.6186442	2.4406779	5.4745765	2.5381355	3.7161016	5.5000000	5.5466104	7.9449153
NODE_991_length_238_cov_22.459627	0.5381356	3.0932202	5.9915257	1.8559322	3.0466101	0.6355932	5.5805087	4.8389831	1.2669492	1.8008474
NODE_992_length_238_cov_21.229814	3.8008475	1.2711865	5.5381355	4.3644066	1.2711865	0.0000000	2.5000000	3.1186440	1.7966101	1.8855932
NODE_993_length_238_cov_2.260870	0.0000000	0.0000000	1.2627119	0.0000000	0.0000000	0.0000000	0.6355932	0.6313559	0.0000000	0.6355932
NODE_994_length_238_cov_1.962733	0.0000000	0.0000000	3.1694915	0.6355932	0.6355932	0.0000000	1.2711865	0.0000000	0.0000000	0.0000000
NODE_995_length_238_cov_1.391304	0.0000000	0.0000000	0.0000000	0.6313559	0.0000000	0.0000000	1.2711865	0.6313559	0.0000000	0.0000000
NODE_996_length_237_cov_1.843750	0.6382979	0.0000000	1.2680851	0.0000000	0.6255319	0.0000000	0.6382979	0.0000000	0.0000000	0.0000000
NODE_997_length_237_cov_1.825000	0.0000000	1.2638298	0.0000000	0.0000000	0.6340426	0.0000000	0.0000000	0.6382979	0.0000000	0.6340426
NODE_999_length_237_cov_1.368750	0.0000000	0.0000000	1.2723404	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1001_length_236_cov_3.861635	2.4102564	0.0000000	0.0000000	1.2222222	0.0000000	0.0000000	0.5470086	0.0000000	0.0000000	0.0000000
NODE_1002_length_236_cov_2.742138	0.0000000	0.0000000	0.0000000	0.0000000	0.6367521	0.0000000	0.6410257	1.2820513	0.6410257	0.6367521
NODE_1003_length_236_cov_1.761006	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1004_length_236_cov_1.377358	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.6367521	0.6367521	0.0000000	0.0000000	0.6410257
NODE_1005_length_235_cov_2.170886	0.0000000	0.0000000	0.0000000	0.6394850	0.0000000	0.0000000	0.0000000	1.9313304	0.6394850	0.0000000
NODE_1006_length_235_cov_1.493671	0.6394850	0.6437768	0.6437768	0.0000000	0.6437768	0.6437768	0.0000000	0.0000000	0.0000000	0.6394850
NODE_1007_length_235_cov_1.379747	0.0000000	0.0000000	0.6394850	1.2832618	0.0000000	0.0000000	0.0000000	0.0000000	0.6437768	0.0000000
NODE_1009_length_234_cov_1.859873	0.0000000	0.0000000	0.6465517	0.0000000	0.6422414	0.0000000	0.0000000	0.6465517	0.6422414	0.0000000
